posting_id,yearmonth,city,state,zip,fips,company_name,company_naics,company_isstaffingfirm,master_company_name,master_company_naics,master_company_isstaffingfirm,onet,cb_jobtitle_id,cb_jobtitle,edulevels_name,source,subsource,original_jobtitle,url,description,ad_length,unif,so_nra,so_nri,so_rc,so_rm,so_nrm,dk_ps,dk_soc,dk_char,dk_writing,dk_customer,dk_proj,dk_people,dk_financial,dk_computer,cnty_pop,county,pop,landarea,density,_merge_cnty_d,_merge_cnty,logpop_fips,logpopden,source_id1,source_id2,source_id3,source_id4,soc,edcat1,edcat2,edcat3,edcat4,edcat5,edcat6,edcat7,edcat8,edcat9,edcat10,edcat11,edcat12,edcat13,edcat14,edcat15,edcat16,edcat17,edcat18,edcat19,edcat20,edcat21,edcat22,edcat23,edcat24,edcat25,ba,hsonly,dt_multi,csbsa,cbsa,cbsatitle,cbsa_label,logpop_cbsa,_merge_cbsa
201608_3270072,201608,"Foley, AL",AL,36535,1003,great clips,812112,FALSE,great clips inc,812112,FALSE,39-5012.00,39.130001,Hair Stylists,[],c20b8969,01dd5910,Hair Stylist - Foley Square,http://www.snagajob.com/job-seeker/jobs/job-details.aspx?full=true&postingid=33790110,"hair stylist - foley square great is who we are and what we do ! at great clips , we know that stylists like you are most happy when they re cutting hair , so at a great clips salon , that s exactly what you get to do ! want to be the best stylist in town ? at great clips , that can happen . want to be a salon manager or trainer or a member of an artistic design team ? yep , at great clips , you can make that happen , too . your talent . our support . join a company with lots to offer . whether you re a new ( or about to be new ) stylist , or you re an experienced stylist looking for your next career move , you ll have the chance to : make money right away with a guaranteed base wage receive incentives and recognition for a job well done cut hair for an immediate customer base get on_going training and career_advancement work flexible schedules learn the latest trends and advanced skills sounds good , right ? then we want to hear from you ! at great clips , there s no rule that says you can t soar with scissors . go do what you love doing with a great brand . join our team of stylists today . similar keywords : cosmetology , hair stylist , hairstylist , hairdresser , salon , esthetician , hospitality location information : foley square2348 s mckenzie st . foley , al 36535 additional info job industries salon / spa / fitness .",220,0.061791189,27.272728,18.181818,0,0,0,0,0,0,0,9.090909,4.5454545,0,0,0,195121,Baldwin County,182265,1589.78,114.6,matched (3),matched (3),12.181376,4.7414479,0,0,1,0,395012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19300,19300,"Daphne-Fairhope-Foley, AL","Daphne-Fairhope-Foley, AL Metro Area",12.191271,matched (3)
201609_3540405,201609,"Robertsdale, AL",AL,,1003,advance auto parts inc,441310,FALSE,advance auto parts inc,441310,FALSE,41-2031.00,41.099998,Retail Sales Associates,['High school or GED'],c20b8969,d3fc2347,Salesperson,http://www.careerarc.com/job-listing/advance-auto-parts-jobs-salesperson-19965370,"description come join us ! our team is committed to growth , and we proudly serve customers in more than 5 , 300 company operated stores across the country . that success comes from our experienced and knowledgeable team members , who are committed to providing fast and excellent service . it 's no secret that we sell parts , but what 's even more important to us is people both our customers and our team members . join our family we 're 75 , 000 strong and growing , and we need people like you . we 're hiring in your area ! what is a salesperson ? retail is the front_line of the business . this is where people come to you , the salesperson , for answers and look to you for the parts that will help them get back on the road . this is where the action happens and you 're in charge of delivering the advance auto parts mission to our customers . it 's a great place to be ! what is necessary to become a salesperson ? being at least 18 years of age having a high_school diploma or general education degree ( ged ) / home school equivalency being eligible to work in the united_states being able to work an assortment of days , evenings , and week_ends as_needed speak and write english ( spanish a plus ) ; communicate effectively and build strong relationships with customers , peers and management read and interpret documents such as safety rules , operating and maintenance instructions , parts catalogs , and procedure manuals use basic math accurately : add , subtract , multiply , and divide in all units of measure , using whole numbers , common fractions , and decimals what are the primary_responsibilities ? provide a superior selling experience for in_store customer visits and phone_calls achieve personal sales goal and help store achieve its sales goals provide diy services including battery installation , testing , wiper installs , etc . maintain store product and operational standards perform inventory processes and general stocking including truck stocking and back_stock apply on company website .",309,0.12086446,12.944983,16.181231,3.2362459,19.417477,6.4724917,6.4724917,0,6.4724917,3.2362459,19.417477,3.2362459,6.4724917,0,0,195121,Baldwin County,182265,1589.78,114.6,matched (3),matched (3),12.181376,4.7414479,0,0,1,0,412031,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19300,19300,"Daphne-Fairhope-Foley, AL","Daphne-Fairhope-Foley, AL Metro Area",12.191271,matched (3)
201611_3196880,201611,"Orange Beach, AL",AL,,1003,cvs health,446110,FALSE,cvs health corp,446110,FALSE,29-2052.00,29.5,Pharmacy Technicians,[],c20b8969,d3fc2347,Pharmacy Technician,http://www.careerarc.com/job-listing/cvs-health-jobs-pharmacy-technician-15724621,"health is everything . at cvs health we are committed to increasing access , lowering costs and improving quality of care . millions of times a day , we 're helping people on their path to better health from advising on prescriptions to helping manage chronic and specialty conditions . because we 're present in so many moments , big and small , we have an active , supportive role in shaping the future of health_care . pharmacy technicians are at the forefront of our purpose as they deliver compassionate care to our millions of patients every_day . the pharmacy technician trainee is a training position where you can move to a pharmacy technician upon successful completion of cvs pharmacy technician training_program and per local state pharmacy guidelines . this position provides an opportunity , in a leading retail pharmacy setting , to excel in a complex , high_impact patient_focused role and to positively impact the lives of others . the ideal candidate must be able to triage pharmacy tasks , balance efficiency with accuracy , work both independently and as a team in a fast_paced environment , and achieve excellence in customer_service through compassion and genuine care for all patients while ensuring all medication needs and regulatory compliance standards are met . pharmacy technicians must demonstrate ethical conduct and maintain patient confidentiality at all times . essential functions : promotes a path to better health by engaging customers to learn about their health and medications ; educates customers about cvs services and products appropriately positioning cvs as a partner in customers ' path to better health . focuses on the customer , keeping the customer top_of mind at all times , prioritizing customer_needs , displaying genuine care and empathy in all interactions , and ensuring complete customer_satisfaction . understands and follows applicable federal and state laws ( eg , hipaa ) , regulations ( eg , os ha ) , professional standards , and ethical principles ; complies with cvs policies and procedures to ensure patient safety and protect patient privacy and security . effectively follows workflow procedures with an in_depth understanding of each workstation ( ie , pick- up , drop_off , drive_thru , production ) for day_to_day coordination and processing of patient medication orders ; manages own responsibilities while shifting to help the team where needed . delivers results while balancing quality and efficiency in all tasks , maintains accuracy while consistently meeting workflow and inventory_management goals . demonstrates compassion and care by pro_actively identifying and resolving potential problems to ensure customers have their medications when needed ; collaborates with immediate and extended pharmacy teams , medi_cal staff , insurance companies , and customers alike to resolve issues , ensure accuracy , and deliver timely resolution of any medication or insurance related concerns . actively seeks opportunities to expand clinical , technical and insurance knowledge , leveraging available tools and training resources , to develop the basic drug understanding and technical expertise needed to accurately and more effectively assist customers . contributes to high_performing teams by looking for opportunities to contribute to individual and broader team goals , remains flexible for both schedule and business needs while easily adapting to changes at work to enables supportive , collaborative , and challenging work_environment . -please note in select markets the collective bargaining agreement rules regarding the pharmacy technician would apply . disclaimer : the above information on this description has been designed to indicate the general nature and level of work performed by employees within this classification . it is not designed to contain or be interpreted as a comprehensive inventory of all duties , responsibilities and qualifications required of employees assigned to this job . 12841 .",539,0.19654115,18.552876,14.8423,1.8552876,3.7105751,0,5.5658627,1.8552876,5.5658627,0,11.131725,3.7105751,5.5658627,5.5658627,0,195121,Baldwin County,182265,1589.78,114.6,matched (3),matched (3),12.181376,4.7414479,0,0,1,0,292052,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19300,19300,"Daphne-Fairhope-Foley, AL","Daphne-Fairhope-Foley, AL Metro Area",12.191271,matched (3)
201306_967014,201306,"Foley, AL",AL,,1003,vf corp,315220,FALSE,vf corp,315220,FALSE,17-2131.00,17.131901,Engineering Interns,"[""Bachelor's degree""]",53a546d9,.,Engineering Intern,http://www.linkup.com/job-search-engine/cb/?job=730fb96548ffa112d5f3473a514df05a,"engineering in the role of engineering intern you will have shared responsibilities in the footwear product library and the research and testing laboratory . in the footwear product library you will assist with the receipt and inventory of development samples , and you will participate in fit trials , product reviews , and engineer tear downs . in the research and testing laboratory you will assist with product performance testing , product wear testing , and applied research . education / experience : years of related professional experience : 0-2 years . pursuing or completion of a bachelor s degree , preferably in bio mechanics , engineering , or other science related field . skills : basic computer skills ( word , excel ) fit assist the bets arc setter bach f6f5fe reviews laboratory in receipt in role .",116,0.067231581,17.241379,0,8.6206894,0,8.6206894,8.6206894,0,0,0,0,17.241379,0,0,17.241379,195121,Baldwin County,182265,1589.78,114.6,matched (3),matched (3),12.181376,4.7414479,0,1,0,0,172131,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19300,19300,"Daphne-Fairhope-Foley, AL","Daphne-Fairhope-Foley, AL Metro Area",12.191271,matched (3)
201610_3440555,201610,"Daphne, AL",AL,,1003,gentiva rehab without walls llc,623110,FALSE,gentiva rehab without walls llc,623110,FALSE,29-1141.00,29,Registered Nurses,"[""Bachelor's degree""]",c20b8969,9cb3e44f,Per Diem Home Health Registered Nurse,https://gentiva-openhire.silkroad.com/epostings/index.cfm?fuseaction=app.jobinfo&jobid=44430&source=ONLINE&JobOwner=992299&company_id=16482&version=1&byBusinessUnit=&bycountry=&bystate=&byRegion=&bylocation=&keywords=&byCat=&proximityCountry=&postalCode=&radiusDistance=&isKilometers=&tosearch=no&city=,"i believe that better care begins at home . compassionate care , uncompromising service and clinical excellence that s what our patients have come to expect from our clinicians . kindred at home , a division of kindred health_care inc . , is the nation s leading provider of comprehensive home health , hospice , and non-medi_cal home_care services . kindred at home , and its affiliates , including gentiva , delivers compassionate , high_quality care to patients and clients in their homes or places of residence , including non-medi_cal personal assistance , skilled nursing and rehabilitation and hospice and palliative care . our caregivers focus on each unique patient to deliver the appropriate care and emotional support to our patients and their families . i believe in working for a company that cares as much as i do . we offer a unique employment package that includes : unprecedented opportunities for career_growth . clinical ladder for professional credentialing and advancement . innovative specialties with cutting_edge training and development . flexible full_time , part_time and prn positions . i believe my work is my calling . as a home health registered_nurse , you will : provide admission , case management , and follow_up skilled nursing visits for home health patients . administer on_going care and case management for each patient , provide necessary follow_up as directed by the clinical manager . confer with physician in developing the initial plan of treatment based on physician 's orders and initial patient assessment . provide hands_on care , management and evaluation of the care plan and teaching of the patient in accordance with physician orders , under clinical manager 's supervision . revise plan in consultation with physician based on on_going assessments and as_required by policy / regulation . co_ordinate appropriate care , encompassing various health_care personnel ( such as physical therapists , occupational therapists , home health aides and external providers ) . report patient_care / condition / progress to patient 's physician and clinical manager on a continuous basis . implement patient_care plan in conjunction with patient and family to assist them in achieving optimal resolution of needs / problems . co_ordinate / oversee / supervise the work of home health aides , certified home health aides and personal care workers and provides written personal care instructions / care plan that reflect current plan of care . monitor the appropriate completion of documentation by home health aides / personal care workers as part of the supervisory / leadership responsibility . discharge patients after consultation with the physician and clinical manager , preparing and completing needed clinical documentation . prepare appropriate medi_cal documentation on all patients , including any case conferences , patient contacts , medication order changes , re-certifications , progress updates , and care plan changes . prepare visit / shift reports , updates / summarizes patient records , and confers with other health_care disciplines in providing optimum patient_care . . qualifications diploma , associate or bachelor degree in nursing minimum of one_year nursing experience preferred strong med_surg , icu , er , acute experience home health experience a plus current and unrestricted registered_nurse licensurecurrent cpr_certification strong organizational and communication skills keywords : ac ls , ana , acute_care , admissions nurse , admission nurse , bls , bsn , cardio nurse , cardio rn , cardio registered_nurse , cardiac nurse , cardiac rn , cardiac registered_nurse , case management , case manager , critical care , er , emergency room , health_care , health_care , home_care , home_care , home health , home health , hospital , icu , intensive care unit , msn , medi_cal , medi_cal care , med_surg , med_surg , medicare , nurse , nurse care manager , nurse job , nurse jobs , oncology rn , oncology nurse , oncology registered_nurse , palliative care nurse , or tho nurse , or tho rn , or tho registered_nurse , palliative care rn , palliative care registered_nurse , registered_nurse , rn job , rn jobs , registered_nurse job , registered_nurse jobs , nursing , oasis , prn , pdm , progressive care nurse , rehab rn , rehab registered_nurse , rehab nurse , registered_nurse , registered_nurse case manager , rn , rn , rn case manager , skilled visit , staff rn , staff nurse , staff registered_nurse , step_down unit , step_down unit , step_down unit rn , tel e , telemetry , telemetry nurse , telemetry rn , travel nurse , travel rn , travel registered_nurse , visit nurse ~mon~ all qualified applicants will receive consideration for employment without regard to race , color , religion , sex , sexual_orientation , gender identity or national origin . to learn more , please_contact your local recruiter at ( toll_free ) 1 . 866 . gentiva",620,0.1805824,14.516129,14.516129,0,3.2258065,0,4.8387098,6.4516129,3.2258065,3.2258065,9.6774197,3.2258065,12.903226,0,0,195121,Baldwin County,182265,1589.78,114.6,matched (3),matched (3),12.181376,4.7414479,0,0,1,0,291141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19300,19300,"Daphne-Fairhope-Foley, AL","Daphne-Fairhope-Foley, AL Metro Area",12.191271,matched (3)
201603_902028,201603,"Fairhope, AL",AL,,1003,smith transport llc,488999,FALSE,smith transport inc,484121,FALSE,53-3032.00,53.380001,Regional Truck Drivers,[],53a546d9,,OTR Regional Drivers,http://www.linkup.com/job-search-engine/cb/?job=a24ad1fdd6308e4e7a7ed74efb102f4b,"built by home_time weekly or bi_weekly home_time . . . you get to decide built by great equipment peterbilt & freight liners , all equipped with apu s plus , new trailers built by great_pay & benefits outstanding benefits_package , monthly bonus & $ 1500 referral bonus do you want to be part of an elite fleet and drive equipment that is second_to_none ? would you like to develop personal relationships with colleagues rather than being `` just a number '' ? smith transport may just be the perfect home for your talents as a professional driver . benefits bach f6f5fe bets arc setter rather .",87,0.086917818,11.494253,0,0,91.954025,0,0,0,11.494253,0,0,0,0,0,0,195121,Baldwin County,182265,1589.78,114.6,matched (3),matched (3),12.181376,4.7414479,0,1,0,0,533032,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19300,19300,"Daphne-Fairhope-Foley, AL","Daphne-Fairhope-Foley, AL Metro Area",12.191271,matched (3)
201609_136207,201609,"Bay Minette, AL",AL,36507,1003,confidential,621210,TRUE,confidential,621210,TRUE,51-1011.00,51.158001,Quality Leads,[],fe1c33a8,,Quality Control Lead,http://www.careerbuilder.com/JobSeeker/Jobs/JobDetails.aspx?job_did=JHN74479B9B8PB2H8BB&siteid=##siteid##,"warehouse / distribution company hiring a lead person / foreman to take charge on projects in our import / tqc department . the position : given projects from vp and director for yourself and your team receive heavy boxes and material into warehouse , assist in team sorting , receiving , scanning , and organizing material in the warehouse prioritize , organize , delegate and manage these tasks and projects with your team record and modify data into computer system ( as400 , microsoft excel , word , outlook ) have attention-to-detail , be people_oriented while also task oriented additional duties as_needed to evolve into higher_level position as determined by supervisors this position pays hourly and will be discussed during interview , though this is not a high_end management position . we pay over_time rates anytime you work past 8 hours a day , and there are plenty of opportunities for over_time , therefore a higher pay rate . evaluation and raises can be given following 90 days and as more responsibilities are given . please specify your target hourly / salary rate when applying . . requirements : - should have experience managing a team of 6 or more ( some management experience is required ) - be organized , project and task driven with strong `` people skills '' / communication - should have warehouse knowledge , and / or shipping / receiving knowledge , inventory , or fast_paced environment with management - comfortable using computers : microsoft excel , word , outlook , as400",204,0.17699414,9.8039217,24.509804,4.9019608,9.8039217,0,0,9.8039217,24.509804,0,0,14.705882,4.9019608,0,14.705882,195121,Baldwin County,182265,1589.78,114.6,matched (3),matched (3),12.181376,4.7414479,0,0,0,1,511011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19300,19300,"Daphne-Fairhope-Foley, AL","Daphne-Fairhope-Foley, AL Metro Area",12.191271,matched (3)
201301_791858,201301,"Daphne, AL",AL,36526,1003,synovus bk,522110,FALSE,synovus bk,522110,FALSE,13-2072.00,13.30653,Commercial Bankers,"[""Bachelor's degree""]",c20b8969,.,Commercial Banker III - Baldwin County,https://www.synovus.apply2jobs.com/ProfExt/index.cfm?fuseaction=mExternal.showJob&RID=4951&CurrentPage=2,"job_summary : provide and service a wide variety of commercial loans and lines of credit , both secured and unsecured . develop and maintain relationships with middle market commercial clients to generate revenue and deposit growth . responsible for commercial clients with an average revenue greater than $ 5 million and a moderately complex and semi-large loan portfolio of commercial assets . major functions & scope : provide new and existing clients with the loan products needed ; solicit other bank services and loan products when appropriate ; and service existing client loan portfolios . interview commercial clients and acquire the appropriate information concerning their business ( es ) , needs , desires , earnings , and other information required to determine a level of credit risk . assist the credit department and junior lenders in analyzing an applicants financial data for credit worthiness ; provide feedback and recommendations . call on potential or existing clients to develop new business and increase or retain existing business ; contribute to bank deposit growth . make decisions on loans and terms within established lending limits , or make recommendations to senior lenders when necessary . assist senior lenders with larger , more complex , commercial loans when needed . may lead or provide general supervision of assigned co_workers . performs other related duties as assigned . the information on this description has been designed to indicate the general nature and level of work performed by employees within this classification . it is not designed to contain or be interpreted as a comprehensive inventory of all duties , responsibilities , and qualifications required of employees assigned to this job . synovus financial corp . , based in columbus , ga is the holding company for synovus bank and other financial companies throughout the southeast in the states of georgia , alabama , florid a , south carolina and tennessee . in order to become a team member , all candidates must pass several background checks to include criminal_background , drug screen , reference checks , and others . synovus bank is an equal_opportunity employer supporting diversity in the workplace . m / f / d / v . synovus bank is a tobacco_free company . in order to be considered for this position , candidates must be eligible to work in the us and will not need sponsorship from the employer now or in the future , in order to obtain , extend or renew authorization to work in the united_states . . required education : bachelor 's degree in business administration , finance , accounting , or related field , or an equivalent combination of education and experience . required experience : five ( 5 ) years of commercial lending experience as a lender with demonstrated experience working with mid_size commercial clients and / or moderately complex lending agreements . required certification ( s ) : none . required knowledge , skill , and abilities : - strong customer_service skills . - negotiating skills . - organizational_skills . - knowledge of universally accepted loan practices . - ability to gather information and provide appropriate solutions . - ability to communicate effectively with potential , new , and established client groups . - ability to speak effectively in public and give presentations to business leaders . - strong oral and written communication skills .",454,0.089683481,19.823788,13.215859,0,4.4052863,0,0,15.418502,0,4.4052863,11.013216,2.2026432,0,8.8105726,0,195121,Baldwin County,182265,1589.78,114.6,matched (3),matched (3),12.181376,4.7414479,0,0,1,0,132072,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19300,19300,"Daphne-Fairhope-Foley, AL","Daphne-Fairhope-Foley, AL Metro Area",12.191271,matched (3)
201401_1581773,201401,"Foley, AL",AL,,1003,cvs caremark corp,446110,FALSE,cvs health corp,446110,FALSE,29-2052.00,29.5,Pharmacy Technicians,['High school or GED'],53a546d9,.,Pharmacy Technician Trainee / Pharmacy Service Associate,http://www.linkup.com/job-search-engine/cb/?job=fed621fe8d6d215243292313d120a41c,"work as part of the pharmacy team to ensure that each customer has a positive shopping experience at cvs and to ensure customer_satisfaction by serving each customer according to our company values . the pharmacy technician trainee is a training position where you can move to a pharmacy technician upon successful completion of cvs pharmacy technician training_program and per local state pharmacy guidelines . please note in select markets the collective bargaining agreement rules regarding the pharmacy technician would apply . required qualifications must be at least 16 years of agelicensure requirements vary by state must_have the ability to perform the following tasks : customer_service greet each customer in a courteous and professional manner assist all pharmacy and front store customers with their questions and concerns request additional help when needed to maximize customer_satisfaction maintain customer / patient confidentiality according to hipaa and company_standards answer telephone with appropriate greeting operations comply with all federal and state laws , rules and regulations comply with cvs policy and procedures at all times adhere to cvs workflow and ensure quality_assurance standards are maintained at all times maintain prescription prioritization throughout prescription processing process prescriptions including translation of sig codes , product selection , counting and measuring drugs , capping and uncapping vials and bottles labeling of prescriptions resolve third_party rejections and complete any manual claim forms perform all register transactions , in adherence of cvs policy and procedures this includes cash , check and charge transactions bag merchandise upon completion of sale perform all prescription pick_up procedures , in adherence of cvs policy and procedures ; complete prescription pick_up log , validate customer address , make the offer to counsel and direct customer to pharmacist or intern ( if applicable ) communicate with all health_care professionals when permissible and according to state law retrieve and file prescriptions appropriately according to state and federal_law participate in all required store operational meetings maintain a clean , organized and professional pharmacy department , according to cvs standards access , input and retrieve information to / from the computer stand for extended_periods of time assist front store_operations when needed inventory_management maintain in_stock by ensuring all inventory_management policies and procedures are followed utilize appropriate report ( s ) to maintain replenishment pull outdated , damaged and recalled merchandise and prepare for return assist with putting away drug orders ( except ci is ) as permitted by law human_resources support scheduling activities according to the needs of the business and workflow model complete all required training_programs communicate with field management and corporate any required reporting preferred_qualifications previous retail_experience education high_school diploma or equivalent preferred street address 1300 south mckenzie st city foley state al zip code 36535 business overview cvs care mark , through our unmatched breadth of service offerings , is transforming the delivery of health_care services in the us we are an innovative , fast_growing company guided by values that focus on team_work , integrity and respect for our colleagues and customers . what are we looking for in our colleagues ? we seek fresh ideas , new perspectives , a diversity of experiences , and a dedication to service that will help us better meet the needs of the many people and businesses that rely on us each day . as the nation s largest pharmacy health_care provider , we offer a wide range of exciting and fulfilling career_opportunities across our three business_units minute clinic , pharmacy benefit management ( pbm ) and retail pharmacy . our energetic and service_oriented colleagues work_hard every_day to make a positive difference in the lives of our customers . location code 01806 work_environment pharmacy - retail_store bach f6f5fe bets arc setter .",557,0.015492919,8.9766607,5.3859963,5.3859963,5.3859963,0,0,0,10.771993,0,8.9766607,3.5906644,1.7953322,0,3.5906644,195121,Baldwin County,182265,1589.78,114.6,matched (3),matched (3),12.181376,4.7414479,0,1,0,0,292052,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19300,19300,"Daphne-Fairhope-Foley, AL","Daphne-Fairhope-Foley, AL Metro Area",12.191271,matched (3)
201407_1540235,201407,"Foley, AL",AL,,1003,centurylink inc,517911,FALSE,centurylink inc,517911,FALSE,41-3099.00,11.4,Account Managers,[],fe1c33a8,,Sr Enterprise Account Manager,http://www.careerbuilder.com/jobseeker/jobs/jobdetails.aspx?job_did=J3G5YC5W4DXT7PJJVR5,"sourcing candidates for future opportunities , this requisition is to build a source pool of qualified candidates . century link is the third largest telecommunications company in the united_states and is recognized as a leader in the network services market by technology industry analyst firms . the company is a global leader in cloud infrastructure and hosted it solutions for enterprise customers . century link provides data , voice and managed services in local , national and select international markets through its high_quality advanced fiber-optic network and multiple data centers for businesses and consumers . century link is an s & p ; 500 company and is included among the fortune_500 list of america s largest corporations . century link technology solutions , formerly known as savvis , is a global leader in cloud infrastructure and hosted it solutions for enterprises . nearly 2 , 500 unique clients , including more than 30 of the top 100 companies in the fortune_500 , use cts to reduce capital expense , improve service levels and harness the latest advances in cloud computing . by outsourcing to cts and century link , enterprises can focus on their core business while we ensure the quality of their it infrastructure automation . job_description : accountable for meeting and / or exceeding assigned sales objectives and monthly revenue quotas , maintaining existing and building new revenue by selling a select set of telecommunications products and services to medium size accounts . responsible for cold_calling , prospecting , both on the phone and face_to_face , in a high activity sales model to an assigned zip code based territory . must provide superior customer_service on a day_to_day basis . must be self_motivated and self_disciplined and provide prompt follow_up to all customer inquiries . must be able to keep organized , accurate records on daily activities and results . strong organizational_skills imperative . will be required to obtain technical certifications . training is provided , but the ability to learn technical concepts is critical . acquire and integrate industry knowledge related to general trends , emerging technologies , & competitors . partner with customers through a strategic and consultative sales approach to understand their business needs , issues , strategies and priorities to deliver a value-adding business solution . manage sales funnel to analyze and manage pipeline activity and monitor sales activity against assigned quotas . utilize powerpoint to develop presentations focused on sales solutions responding to the specific buying needs of the client . utilize excel to create spreadsheets and manage data related to customer accounts and sales funnel management . please note - this position requires that you complete the miller heiman / profiles assessment within five calendar days of your application in order to be considered . to learn more about this assessment , you may access the following link : https : / / www . century link . com / static / pages / about us / company information / careers / dots . html . any inquiries regarding our assessments should be directed to hr . testing @ century link . com . . basic_qualifications : minimum of 5 years direct business_to_business outside sales experience within a high_tech industry calling on medium_sized accounts . must_have excellent verbal and written communication skills and be able to present in both small and large group settings . demonstrated stable track record of success in sales . experience developing , researching and presenting formal presentations to senior_level management and other end_users . technical aptitude with proficiency with ms products including word , excel , and powerpoint . 1+ year ( s ) of direct business_to_business outside sales experience within the telecom industry calling on medium_sized accounts . familiar with local marketplace , companies and community in geography stated above . valid driver s license and satisfactory driving_record is required .",542,0.070685506,14.760148,25.830257,0,3.690037,0,3.690037,12.915129,7.380074,3.690037,16.605165,1.8450185,1.8450185,0,7.380074,195121,Baldwin County,182265,1589.78,114.6,matched (3),matched (3),12.181376,4.7414479,0,0,0,1,413099,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19300,19300,"Daphne-Fairhope-Foley, AL","Daphne-Fairhope-Foley, AL Metro Area",12.191271,matched (3)
201505_2653153,201505,"Fairhope, AL",AL,,1003,route 66,447190,FALSE,route 66,722410,FALSE,53-3032.00,53.150002,Commercial Driver's License (CDL) Drivers,[],53a546d9,,CDL A Truck Driving School,http://www.linkup.com/job-search-engine/cb/?job=45c9d1eb34dc861bb7008c7f510abcb1,"open the door to a new career with route 66 cdl & apprenticeship , inc . when you decide to become a truck_driver , you are taking your career to a new level . you can earn as much as $ 45 , 000 your first_year , and your income will grow as you get more comfortable behind the wheel and settle into the lifestyle of a professional truck_driver . route 66 cdl & apprenticeship , inc . offers a 3 week training course complete with transportation , lodging and meals . the instructors are experienced truck drivers that will help you learn the craft and teach you the skills you need to obtain your commercial drivers_license . if you are 21 years of age or older and have a good driving_record , contact a recruiter to see if you qualify for a scholarship or financial assistance . what to expect professional training tailored to non_experienced drivers tuition assistance financing options available scholarships military vets-use your post 911 gi bill small class sizes increase your success fast_paced 3-week training_program master skills that will keep you safe on the road with employment for lifetime job placement-with no contract employers contact a recruiter today ! bets arc setter bach f6f5fe that driver to drivers you to your to .",188,0.13218607,0,0,0,0,0,0,0,5.319149,0,0,0,0,5.319149,0,195121,Baldwin County,182265,1589.78,114.6,matched (3),matched (3),12.181376,4.7414479,0,1,0,0,533032,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19300,19300,"Daphne-Fairhope-Foley, AL","Daphne-Fairhope-Foley, AL Metro Area",12.191271,matched (3)
201602_434842,201602,"Daphne, AL",AL,,1003,trailer transit inc,485111,FALSE,trailer transit inc,484121,FALSE,53-3032.00,53.313511,Over the Road (OTR) Drivers,[],53a546d9,,Seeking Power Only Owner Operators,http://www.linkup.com/job-search-engine/cb/?job=bd65d0b39d9d772224ffbe860523167f,"owner_operator benefits : potential for earning well over $ 200 , 000 per year we hire only owner_operators - no lease purchase or company trucks - no fleet owners - no forced dispatch all drop_and_hook , no loading , unloading or tar ping better fuel mileage , less wear and tear on your tractor and no trailer expense receive 100 % of all fuel surcharges all permits and registrations are furnished by trailer transit settlements are paid weekly and direct_deposit is available power only owner_operator requirements extensive and verifiable over_the_road , tractor_trailer experience tandem axle tractor with sleeper . pass a dot annual inspection in porter , indian a first name last name e_mail phone zip are you an owner_operator ? select one yes no operator unloading hire operator trailer requirements operator only tractor_trailer bach f6f5fe bets arc setter .",123,0.18411303,0,8.1300812,0,16.260162,0,0,0,0,0,0,0,0,0,0,195121,Baldwin County,182265,1589.78,114.6,matched (3),matched (3),12.181376,4.7414479,0,1,0,0,533032,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19300,19300,"Daphne-Fairhope-Foley, AL","Daphne-Fairhope-Foley, AL Metro Area",12.191271,matched (3)
